age,workclass,education,Education-num,occupation,race,sex,Hours-per-week,wage
49, Private, 9th,5, Other-service, Black, Male,37, <=50K
40, Federal-gov, Masters,14, Prof-specialty, White, Male,40, >50K
25, Private, Assoc-acdm,12, Farming-fishing, White, Male,45, <=50K
47, Self-emp-not-inc, Some-college,10, Prof-specialty, White, Male,20, <=50K
33, Private, HS-grad,9, Machine-op-inspct, White, Male,40, <=50K
37, Private, Bachelors,13, Exec-managerial, White, Female,37, >50K
55, Private, 11th,7, Adm-clerical, White, Female,40, <=50K
37, Private, Bachelors,13, Exec-managerial, Asian-Pac-Islander, Male,40, <=50K
43, Private, Masters,14, Prof-specialty, Asian-Pac-Islander, Female,50, <=50K
46, Private, HS-grad,9, Handlers-cleaners, White, Male,30, <=50K
22, Private, Assoc-acdm,12, Prof-specialty, White, Female,40, <=50K
28,, Masters,14,, Black, Female,40, <=50K
44, Private, Some-college,10, Sales, White, Male,60, >50K
33, Private, HS-grad,9, Machine-op-inspct, White, Male,40, >50K
26,, Some-college,10,, White, Female,40, <=50K
27, Private, Doctorate,16, Adm-clerical, White, Female,40, <=50K
32, Private, Some-college,10, Exec-managerial, Black, Male,40, <=50K
27, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
30, Private, Masters,14, Prof-specialty, White, Male,45, >50K
35, Private, Assoc-voc,11, Craft-repair, White, Male,40, <=50K
36, State-gov, Masters,14, Prof-specialty, White, Male,40, <=50K
40, Private, HS-grad,9, Other-service, White, Female,40, <=50K
31, Private, Bachelors,13, Prof-specialty, White, Female,72, >50K
70,, Some-college,10,, White, Male,4, >50K
36, Local-gov, Assoc-voc,11, Prof-specialty, White, Female,40, <=50K
41, Federal-gov, Bachelors,13, Prof-specialty, White, Male,38, >50K
36, Private, Some-college,10, Exec-managerial, White, Female,40, <=50K
43,, Some-college,10,, White, Female,40, <=50K
46, State-gov, HS-grad,9, Transport-moving, Black, Male,40, <=50K
36, Private, 1st-4th,2, Handlers-cleaners, White, Male,40, <=50K
29, State-gov, Some-college,10, Other-service, White, Female,40, <=50K
47, Private, HS-grad,9, Adm-clerical, White, Female,40, <=50K
23, Private, Bachelors,13, Machine-op-inspct, White, Female,40, <=50K
29, Private, Masters,14, Prof-specialty, White, Female,80, <=50K
32, Private, Bachelors,13, Adm-clerical, White, Female,40, <=50K
20, Private, 11th,7, Craft-repair, White, Male,20, <=50K
40, Private, Some-college,10, Other-service, White, Female,40, <=50K
21, Federal-gov, Some-college,10, Tech-support, Black, Male,20, <=50K
47, Private, 7th-8th,4, Craft-repair, White, Male,40, <=50K
33, Private, HS-grad,9, Transport-moving, White, Male,40, <=50K
42, Local-gov, Masters,14, Exec-managerial, Black, Male,45, >50K
45, Self-emp-not-inc, Prof-school,15, Prof-specialty, Asian-Pac-Islander, Male,50, >50K
19, Private, HS-grad,9, Farming-fishing, White, Male,20, <=50K
38, Private, 7th-8th,4, Craft-repair, White, Male,36, <=50K
39, Self-emp-not-inc, Prof-school,15, Prof-specialty, White, Male,50, >50K
45, Private, Prof-school,15, Exec-managerial, White, Male,40, >50K
61, Private, 10th,6, Transport-moving, White, Male,50, >50K
28, Private, HS-grad,9, Prof-specialty, White, Female,40, <=50K
38, Federal-gov, HS-grad,9, Adm-clerical, Black, Female,40, <=50K
56, Private, 9th,5, Craft-repair, White, Male,40, <=50K
26, Self-emp-not-inc, HS-grad,9, Farming-fishing, White, Male,65, <=50K
64, Private, Assoc-acdm,12, Prof-specialty, White, Female,30, <=50K
32, Private, Assoc-acdm,12, Exec-managerial, White, Female,40, >50K
33, Self-emp-not-inc, HS-grad,9, Transport-moving, White, Male,65, <=50K
43, Private, Bachelors,13, Exec-managerial, White, Male,50, >50K
40, Private, HS-grad,9, Sales, White, Female,30, <=50K
19, Federal-gov, Some-college,10, Adm-clerical, White, Female,10, <=50K
31, Private, HS-grad,9, Machine-op-inspct, White, Male,40, <=50K
23, Federal-gov, Some-college,10, Craft-repair, Amer-Indian-Eskimo, Male,40, <=50K
36, Self-emp-inc, Assoc-acdm,12, Prof-specialty, White, Male,70, <=50K
66,, 1st-4th,2,, Black, Male,30, <=50K
43, Private, Bachelors,13, Prof-specialty, White, Male,40, >50K
33, Private, HS-grad,9, Craft-repair, White, Male,50, <=50K
24, State-gov, HS-grad,9, Transport-moving, White, Male,49, >50K
23, Self-emp-not-inc, 11th,7, Craft-repair, White, Male,50, <=50K
20, Private, 12th,8, Other-service, White, Male,35, <=50K
25, Local-gov, HS-grad,9, Craft-repair, White, Male,38, <=50K
23, Private, HS-grad,9, Handlers-cleaners, White, Male,40, <=50K
41, Local-gov, Bachelors,13, Adm-clerical, White, Female,40, <=50K
44, Private, Bachelors,13, Prof-specialty, White, Male,40, <=50K
53, Private, HS-grad,9, Craft-repair, Black, Female,40, <=50K
47, Self-emp-inc, 7th-8th,4, Craft-repair, White, Male,40, <=50K
31, Private, 5th-6th,3, Machine-op-inspct, White, Male,45, <=50K
24, State-gov, Some-college,10, Tech-support, White, Male,50, <=50K
26, Private, HS-grad,9, Exec-managerial, White, Male,52, <=50K
44, Private, Some-college,10, Sales, White, Female,25, <=50K
23, State-gov, Assoc-voc,11, Tech-support, White, Female,40, <=50K
53, Federal-gov, HS-grad,9, Craft-repair, Black, Male,40, <=50K
27, Private, 7th-8th,4, Craft-repair, White, Male,40, <=50K
77, Local-gov, HS-grad,9, Exec-managerial, White, Male,6, <=50K
52, Private, HS-grad,9, Craft-repair, White, Male,55, <=50K
34, Private, 12th,8, Adm-clerical, White, Female,40, <=50K
23,, Some-college,10,, White, Male,30, <=50K
35, Private, HS-grad,9, Other-service, White, Male,40, <=50K
38, Private, HS-grad,9, Sales, White, Female,33, <=50K
26, Private, HS-grad,9, Other-service, White, Female,35, <=50K
29, Local-gov, Bachelors,13, Prof-specialty, White, Male,60, >50K
52, Local-gov, Masters,14, Prof-specialty, White, Male,40, <=50K
23, Private, Some-college,10, Other-service, White, Female,40, <=50K
25, Private, Bachelors,13, Prof-specialty, White, Female,32, <=50K
45, Self-emp-not-inc, Bachelors,13, Craft-repair, White, Male,20, <=50K
84,, 5th-6th,3,, White, Male,15, <=50K
20, Private, HS-grad,9, Handlers-cleaners, White, Female,40, <=50K
67, Self-emp-inc, 12th,8, Exec-managerial, White, Male,20, <=50K
24, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
44, Private, Assoc-voc,11, Exec-managerial, Black, Male,40, >50K
58, Private, HS-grad,9, Craft-repair, White, Male,25, <=50K
23, Private, Some-college,10, Sales, Black, Female,20, <=50K
39, Private, Assoc-voc,11, Sales, White, Female,40, <=50K
44, Self-emp-inc, Some-college,10, Other-service, White, Male,80, <=50K
29, Private, Assoc-acdm,12, Tech-support, White, Male,40, <=50K
26, Private, HS-grad,9, Other-service, White, Male,40, <=50K
34, Private, Some-college,10, Adm-clerical, White, Female,40, <=50K
52, Private, HS-grad,9, Other-service, White, Male,38, <=50K
49, Private, HS-grad,9, Craft-repair, Black, Male,40, <=50K
69, Self-emp-not-inc, 9th,5, Adm-clerical, White, Male,40, <=50K
30, Private, HS-grad,9, Transport-moving, Black, Male,40, <=50K
70, Private, 7th-8th,4, Other-service, Black, Female,38, <=50K
62, Private, Bachelors,13, Exec-managerial, White, Male,50, >50K
22,, Some-college,10,, White, Male,50, <=50K
32, Private, HS-grad,9, Prof-specialty, White, Male,40, <=50K
39, Private, HS-grad,9, Adm-clerical, White, Female,40, <=50K
55, Private, 10th,6, Craft-repair, White, Male,40, <=50K
49, State-gov, Some-college,10, Prof-specialty, White, Male,40, <=50K
27, Self-emp-not-inc, 11th,7, Craft-repair, White, Male,40, <=50K
47, Federal-gov, Bachelors,13, Prof-specialty, White, Male,40, <=50K
19, Private, Some-college,10, Exec-managerial, White, Female,28, <=50K
38, Private, HS-grad,9, Handlers-cleaners, White, Male,40, <=50K
46, Private, Masters,14, Prof-specialty, White, Male,35, >50K
69,, Doctorate,16,, White, Male,50, >50K
20,, Some-college,10,, Black, Female,40, <=50K
46, Private, Some-college,10, Prof-specialty, White, Female,40, <=50K
23, Private, Bachelors,13, Adm-clerical, Asian-Pac-Islander, Female,20, <=50K
23,, Assoc-acdm,12,, White, Male,20, <=50K
49, Private, Bachelors,13, Adm-clerical, White, Male,40, >50K
58, Private, HS-grad,9, Transport-moving, White, Male,40, >50K
56, Self-emp-inc, 9th,5, Transport-moving, White, Male,99, <=50K
51, Self-emp-not-inc, HS-grad,9, Exec-managerial, White, Male,30, <=50K
33, Private, Some-college,10, Prof-specialty, White, Female,16, <=50K
19, Private, HS-grad,9, Sales, White, Male,50, <=50K
18, Self-emp-inc, HS-grad,9, Farming-fishing, White, Female,8, <=50K
21, Private, 7th-8th,4, Farming-fishing, White, Female,38, <=50K
20, Private, Some-college,10, Sales, Asian-Pac-Islander, Male,8, <=50K
19, Private, HS-grad,9, Handlers-cleaners, White, Male,40, <=50K
31, Private, Assoc-voc,11, Handlers-cleaners, White, Male,45, <=50K
52, Self-emp-inc, Some-college,10, Sales, White, Male,90, >50K
31, Private, Some-college,10, Craft-repair, White, Male,40, <=50K
20, State-gov, HS-grad,9, Other-service, White, Female,40, <=50K
41, Local-gov, Some-college,10, Prof-specialty, White, Male,7, <=50K
25,, 11th,7,, White, Female,40, <=50K
20, Private, Some-college,10, Machine-op-inspct, Amer-Indian-Eskimo, Male,40, <=50K
22, Private, HS-grad,9, Priv-house-serv, White, Female,36, <=50K
17, Private, 10th,6, Other-service, White, Male,25, <=50K
24, Private, HS-grad,9, Protective-serv, Asian-Pac-Islander, Male,40, <=50K
39, Private, HS-grad,9, Handlers-cleaners, White, Male,40, <=50K
36, Private, HS-grad,9, Other-service, Black, Female,40, <=50K
39, Self-emp-inc, HS-grad,9, Exec-managerial, White, Male,40, >50K
38, Private, HS-grad,9, Craft-repair, White, Male,45, <=50K
23, Private, Bachelors,13, Other-service, White, Male,20, <=50K
37, Self-emp-inc, HS-grad,9, Sales, White, Male,60, >50K
26, Private, Some-college,10, Farming-fishing, White, Male,40, <=50K
20, Private, Some-college,10, Adm-clerical, White, Female,45, <=50K
31, Private, Assoc-voc,11, Sales, White, Female,38, <=50K
21, Private, HS-grad,9, Machine-op-inspct, White, Male,44, <=50K
19, Private, HS-grad,9, Adm-clerical, White, Female,30, <=50K
20, Private, HS-grad,9, Handlers-cleaners, White, Male,30, <=50K
54, Private, Bachelors,13, Sales, White, Male,40, >50K
34, Private, HS-grad,9, Handlers-cleaners, White, Male,60, <=50K
47, Private, HS-grad,9, Farming-fishing, White, Male,40, <=50K
22, Private, 12th,8, Other-service, Black, Female,50, <=50K
36, Federal-gov, Bachelors,13, Prof-specialty, Asian-Pac-Islander, Male,40, <=50K
54, Private, Masters,14, Exec-managerial, White, Male,45, >50K
31, Private, HS-grad,9, Farming-fishing, White, Male,40, <=50K
35, Private, HS-grad,9, Sales, White, Male,44, <=50K
45, Private, Bachelors,13, Prof-specialty, White, Male,40, >50K
33, Private, Assoc-voc,11, Exec-managerial, White, Male,55, >50K
20, Private, Some-college,10, Other-service, White, Female,25, <=50K
23, Private, Some-college,10, Sales, White, Male,45, <=50K
18,, 11th,7,, White, Male,12, <=50K
74, Private, HS-grad,9, Handlers-cleaners, White, Female,16, <=50K
19, Private, 11th,7, Sales, Asian-Pac-Islander, Female,19, <=50K
62, Self-emp-not-inc, Some-college,10, Farming-fishing, White, Female,50, <=50K
23, Private, Some-college,10, Sales, White, Male,25, <=50K
36, Private, HS-grad,9, Craft-repair, White, Male,55, >50K
25, Private, 12th,8, Farming-fishing, Other, Male,60, <=50K
18, Private, HS-grad,9, Handlers-cleaners, White, Female,25, <=50K
28, Private, Some-college,10, Tech-support, Black, Male,24, <=50K
50, Private, Some-college,10, Transport-moving, White, Male,50, <=50K
60, Private, HS-grad,9, Other-service, White, Female,44, <=50K
37, Private, Bachelors,13, Other-service, Asian-Pac-Islander, Male,30, <=50K
25, Private, HS-grad,9, Craft-repair, White, Male,40, >50K
28, Private, HS-grad,9, Sales, White, Female,45, <=50K
28, Private, Bachelors,13, Craft-repair, White, Male,40, >50K
43, Private, Bachelors,13, Exec-managerial, White, Male,50, >50K
23, Private, Some-college,10, Machine-op-inspct, Black, Male,40, <=50K
19, Private, 11th,7, Handlers-cleaners, White, Male,40, <=50K
55, Private, Some-college,10, Tech-support, White, Male,40, >50K
47, Private, HS-grad,9, Craft-repair, White, Male,40, >50K
45, Private, 5th-6th,3, Priv-house-serv, White, Female,35, <=50K
66, Self-emp-not-inc, Masters,14, Exec-managerial, White, Male,20, >50K
27, Private, 7th-8th,4, Transport-moving, White, Male,45, <=50K
51, Private, Masters,14, Prof-specialty, White, Male,45, >50K
34, Private, Assoc-acdm,12, Sales, White, Male,40, <=50K
47, Private, Bachelors,13, Sales, White, Male,60, <=50K
47, Private, HS-grad,9, Other-service, White, Female,32, <=50K
56, Private, Bachelors,13, Prof-specialty, White, Female,40, <=50K
41, State-gov, Assoc-voc,11, Craft-repair, White, Male,40, <=50K
58, Private, HS-grad,9, Craft-repair, White, Male,48, >50K
46, Private, Assoc-voc,11, Adm-clerical, White, Female,40, <=50K
54, State-gov, Assoc-voc,11, Protective-serv, White, Male,40, <=50K
55, Private, Bachelors,13, Prof-specialty, White, Female,40, >50K
30, Private, Bachelors,13, Exec-managerial, White, Male,50, >50K
20,, Some-college,10,, White, Female,40, <=50K
44, Private, Some-college,10, Other-service, White, Female,40, <=50K
48, Private, Some-college,10, Exec-managerial, Black, Female,38, <=50K
49, Private, HS-grad,9, Machine-op-inspct, White, Female,40, <=50K
30, Private, HS-grad,9, Handlers-cleaners, White, Male,50, <=50K
19, Private, 11th,7, Sales, White, Female,40, <=50K
59, Local-gov, HS-grad,9, Adm-clerical, White, Female,38, <=50K
50, Private, Some-college,10, Prof-specialty, White, Male,40, <=50K
32, Local-gov, HS-grad,9, Craft-repair, White, Male,40, <=50K
47, Private, 10th,6, Machine-op-inspct, White, Male,40, >50K
29, Private, HS-grad,9, Sales, White, Male,55, >50K
55, Self-emp-not-inc, Some-college,10, Exec-managerial, Black, Male,25, <=50K
38, Self-emp-inc, Prof-school,15, Prof-specialty, Asian-Pac-Islander, Male,40, >50K
24, Private, Some-college,10, Priv-house-serv, White, Female,40, <=50K
45, Self-emp-not-inc, Some-college,10, Exec-managerial, Asian-Pac-Islander, Male,72, <=50K
23, Private, Bachelors,13, Exec-managerial, White, Female,40, <=50K
33, Self-emp-not-inc, Assoc-voc,11, Other-service, White, Female,99, <=50K
23, Private, HS-grad,9, Sales, White, Male,40, <=50K
27, Private, HS-grad,9, Craft-repair, Other, Male,40, <=50K
33, Private, Prof-school,15, Exec-managerial, Asian-Pac-Islander, Male,65, >50K
29, Private, HS-grad,9, Other-service, Black, Female,30, <=50K
28, Private, 11th,7, Craft-repair, White, Male,40, <=50K
21,, Some-college,10,, Other, Female,40, <=50K
33, Private, Bachelors,13, Exec-managerial, White, Male,40, >50K
29, Self-emp-inc, Assoc-acdm,12, Prof-specialty, Black, Female,40, <=50K
46, Private, Bachelors,13, Sales, White, Male,50, >50K
25, Private, HS-grad,9, Other-service, White, Male,40, <=50K
54, Private, Some-college,10, Craft-repair, White, Female,40, <=50K
46, Federal-gov, Assoc-voc,11, Craft-repair, Amer-Indian-Eskimo, Female,60, <=50K
18, Private, HS-grad,9, Machine-op-inspct, White, Male,40, <=50K
41, Private, HS-grad,9, Sales, Black, Female,40, <=50K
42, Private, Some-college,10, Sales, Black, Female,40, <=50K
21, Private, Assoc-voc,11, Adm-clerical, White, Female,40, <=50K
21, Private, Some-college,10, Sales, White, Female,40, <=50K
59, Local-gov, HS-grad,9, Craft-repair, Black, Male,40, <=50K
23, Private, Assoc-voc,11, Adm-clerical, White, Female,40, <=50K
53, Self-emp-not-inc, Prof-school,15, Prof-specialty, White, Male,38, >50K
47, Self-emp-not-inc, Bachelors,13, Farming-fishing, White, Male,60, <=50K
36, Self-emp-inc, Some-college,10, Sales, White, Male,60, >50K
38, Private, HS-grad,9, Sales, Black, Male,40, >50K
21, Private, Some-college,10, Sales, Black, Female,25, <=50K
19, Private, HS-grad,9, Transport-moving, White, Male,40, <=50K
37, Local-gov, Some-college,10, Tech-support, White, Male,45, >50K
22, Private, Some-college,10, Exec-managerial, Black, Female,40, <=50K
30, Local-gov, Assoc-voc,11, Protective-serv, Amer-Indian-Eskimo, Female,40, <=50K
44, Private, 10th,6, Machine-op-inspct, Black, Female,40, <=50K
34, Self-emp-not-inc, 10th,6, Other-service, White, Female,40, <=50K
33, Private, HS-grad,9, Adm-clerical, White, Female,40, <=50K
30, Private, HS-grad,9, Exec-managerial, White, Male,50, <=50K
37, Private, HS-grad,9, Adm-clerical, White, Female,40, <=50K
21, Private, 10th,6, Adm-clerical, White, Female,39, <=50K
34, State-gov, Doctorate,16, Prof-specialty, White, Male,45, >50K
18, Private, 11th,7, Sales, White, Female,20, <=50K
21, Private, HS-grad,9, Machine-op-inspct, White, Male,35, <=50K
34, Private, HS-grad,9, Farming-fishing, White, Male,40, <=50K
36, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
29, Private, Bachelors,13, Exec-managerial, White, Female,45, >50K
50, Private, HS-grad,9, Machine-op-inspct, White, Female,40, <=50K
46, Local-gov, Some-college,10, Craft-repair, Black, Male,40, >50K
57, Self-emp-inc, Masters,14, Sales, White, Male,40, >50K
58, Private, 1st-4th,2, Farming-fishing, White, Male,40, <=50K
47, Private, Bachelors,13, Sales, White, Male,60, >50K
24, Private, HS-grad,9, Adm-clerical, White, Female,37, <=50K
48, Private, Bachelors,13, Tech-support, White, Female,40, >50K
32, Self-emp-not-inc, Assoc-acdm,12, Sales, White, Male,80, <=50K
27, Private, HS-grad,9, Craft-repair, White, Male,60, <=50K
28, Private, Bachelors,13, Sales, White, Male,40, <=50K
29, Private, Some-college,10, Handlers-cleaners, Black, Male,45, <=50K
31, Self-emp-not-inc, Assoc-acdm,12, Other-service, White, Female,35, >50K
28, Private, Masters,14, Prof-specialty, White, Male,50, <=50K
25, Private, 9th,5, Transport-moving, White, Male,40, <=50K
36, Private, Bachelors,13, Sales, White, Male,40, >50K
34, Private, HS-grad,9, Exec-managerial, White, Male,44, <=50K
32, Private, 11th,7, Craft-repair, White, Male,40, <=50K
44, State-gov, Masters,14, Prof-specialty, White, Male,40, >50K
17, Private, HS-grad,9, Exec-managerial, White, Female,35, <=50K
50, Private, HS-grad,9, Prof-specialty, Black, Female,40, <=50K
21, Private, HS-grad,9, Craft-repair, White, Male,50, <=50K
44, Private, HS-grad,9, Adm-clerical, White, Female,30, <=50K
60, Private, HS-grad,9, Other-service, White, Female,25, <=50K
51, Private, HS-grad,9, Machine-op-inspct, White, Female,40, <=50K
55, Local-gov, HS-grad,9, Prof-specialty, White, Female,40, >50K
59, Private, HS-grad,9, Sales, White, Male,40, <=50K
41, Private, Prof-school,15, Prof-specialty, White, Male,60, >50K
24, Private, HS-grad,9, Sales, White, Female,48, <=50K
63, Private, 12th,8, Craft-repair, White, Male,40, <=50K
58, Local-gov, Some-college,10, Prof-specialty, White, Female,55, <=50K
29, Private, Prof-school,15, Prof-specialty, White, Female,72, <=50K
19, Private, 1st-4th,2, Machine-op-inspct, White, Male,40, <=50K
41, Private, Some-college,10, Craft-repair, Black, Male,40, <=50K
25, Local-gov, Some-college,10, Adm-clerical, Black, Female,35, <=50K
46, Private, Some-college,10, Exec-managerial, White, Female,40, >50K
31, Self-emp-not-inc, Bachelors,13, Exec-managerial, White, Male,60, >50K
62, Without-pay, Assoc-acdm,12, Farming-fishing, White, Male,50, <=50K
47, Local-gov, Bachelors,13, Prof-specialty, Black, Female,40, <=50K
50, Private, Masters,14, Exec-managerial, White, Male,50, >50K
51, Private, Prof-school,15, Prof-specialty, White, Male,50, >50K
34, Private, HS-grad,9, Prof-specialty, White, Male,60, >50K
54, Private, Some-college,10, Sales, White, Female,48, <=50K
31, Private, HS-grad,9, Transport-moving, White, Male,65, <=50K
48, Private, HS-grad,9, Other-service, White, Male,40, <=50K
28, Local-gov, HS-grad,9, Handlers-cleaners, White, Male,40, <=50K
60, Private, Bachelors,13, Exec-managerial, White, Male,45, >50K
30, Private, Some-college,10, Craft-repair, White, Male,40, <=50K
48, Private, Some-college,10, Prof-specialty, White, Male,40, >50K
44, Private, Doctorate,16, Prof-specialty, White, Male,40, >50K
61, Private, HS-grad,9, Craft-repair, White, Male,40, >50K
25, Private, Bachelors,13, Prof-specialty, White, Male,45, >50K
23, Private, Assoc-acdm,12, Other-service, Black, Male,44, <=50K
28, Private, Bachelors,13, Sales, White, Male,40, <=50K
51, Private, Some-college,10, Adm-clerical, White, Female,40, <=50K
39, Self-emp-not-inc, HS-grad,9, Exec-managerial, White, Male,40, <=50K
61, Private, Bachelors,13, Adm-clerical, White, Male,40, >50K
34, Private, HS-grad,9, Transport-moving, White, Male,40, <=50K
33, Private, HS-grad,9, Sales, White, Male,40, <=50K
46, Private, HS-grad,9, Sales, White, Male,65, >50K
19, Private, Some-college,10, Priv-house-serv, White, Female,40, <=50K
18,, Some-college,10,, White, Female,40, <=50K
26, Private, Some-college,10, Prof-specialty, White, Male,3, <=50K
22, Private, Assoc-acdm,12, Sales, White, Female,15, <=50K
38, Private, HS-grad,9, Craft-repair, White, Male,50, >50K
30, Private, HS-grad,9, Tech-support, White, Male,40, >50K
62, Private, Bachelors,13, Craft-repair, White, Male,50, >50K
29, Private, Bachelors,13, Adm-clerical, White, Female,40, <=50K
44, Self-emp-not-inc, Some-college,10, Craft-repair, White, Male,55, >50K
28, Private, Some-college,10, Handlers-cleaners, Black, Male,40, <=50K
35, Private, HS-grad,9, Exec-managerial, White, Male,40, >50K
41, Self-emp-inc, Bachelors,13, Exec-managerial, White, Male,55, >50K
49, Local-gov, Masters,14, Exec-managerial, White, Male,50, >50K
28, Self-emp-not-inc, 12th,8, Other-service, White, Female,30, <=50K
34, Private, Masters,14, Sales, White, Male,40, <=50K
61, Private, HS-grad,9, Adm-clerical, White, Female,40, <=50K
26, Private, Assoc-acdm,12, Tech-support, White, Male,40, <=50K
53, Private, Some-college,10, Sales, White, Male,60, >50K
27, Private, 5th-6th,3, Priv-house-serv, White, Female,65, <=50K
57, Private, HS-grad,9, Exec-managerial, White, Female,45, <=50K
44, Private, Bachelors,13, Exec-managerial, White, Female,5, <=50K
40, Private, Assoc-voc,11, Craft-repair, White, Male,50, >50K
31, Private, Prof-school,15, Prof-specialty, White, Female,99, <=50K
40, Federal-gov, Some-college,10, Adm-clerical, White, Female,40, <=50K
18, Private, HS-grad,9, Adm-clerical, White, Male,20, <=50K
48, Private, Some-college,10, Other-service, White, Female,32, <=50K
35, Private, Bachelors,13, Sales, White, Male,50, >50K
29, Private, Some-college,10, Sales, White, Female,25, <=50K
35, Private, Bachelors,13, Exec-managerial, White, Female,45, <=50K
41, Private, HS-grad,9, Transport-moving, White, Male,40, <=50K
58, Local-gov, Masters,14, Prof-specialty, White, Male,40, >50K
36, Private, HS-grad,9, Other-service, Black, Male,40, <=50K
21, Private, 9th,5, Machine-op-inspct, White, Male,48, <=50K
20, Private, HS-grad,9, Adm-clerical, White, Male,40, <=50K
31, Private, HS-grad,9, Other-service, Other, Male,40, <=50K
35, Private, 12th,8, Other-service, Black, Male,40, <=50K
52, Private, HS-grad,9, Adm-clerical, White, Female,50, <=50K
68,, HS-grad,9,, White, Male,45, <=50K
31, Local-gov, Some-college,10, Adm-clerical, White, Female,35, <=50K
32, Private, HS-grad,9, Handlers-cleaners, White, Female,40, <=50K
38, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
31,, HS-grad,9,, White, Female,30, <=50K
24, Private, 12th,8, Machine-op-inspct, White, Male,40, <=50K
51, Self-emp-not-inc, HS-grad,9, Farming-fishing, White, Male,60, >50K
20, Private, 12th,8, Adm-clerical, White, Female,40, <=50K
30, Private, Masters,14, Exec-managerial, White, Male,50, >50K
38, Private, Some-college,10, Exec-managerial, White, Male,50, >50K
55, Private, HS-grad,9, Adm-clerical, White, Female,29, <=50K
35, Private, 12th,8, Farming-fishing, White, Male,20, <=50K
48, Self-emp-not-inc, HS-grad,9, Sales, White, Female,50, <=50K
21, Private, HS-grad,9, Machine-op-inspct, White, Male,40, <=50K
23, Private, Some-college,10, Exec-managerial, White, Female,50, <=50K
51, Self-emp-not-inc, Masters,14, Exec-managerial, White, Male,42, >50K
49, Private, Some-college,10, Exec-managerial, White, Male,40, >50K
22, Private, Some-college,10, Sales, White, Male,35, <=50K
34, Self-emp-not-inc, Bachelors,13, Sales, White, Male,30, <=50K
47, Private, Some-college,10, Craft-repair, Amer-Indian-Eskimo, Male,40, <=50K
50, Private, HS-grad,9, Sales, White, Male,48, <=50K
45, Private, Some-college,10, Sales, White, Male,40, >50K
36, Private, Some-college,10, Farming-fishing, White, Male,56, >50K
59, Private, Some-college,10, Exec-managerial, White, Male,60, >50K
39, State-gov, HS-grad,9, Other-service, Black, Male,40, <=50K
33,, 7th-8th,4,, White, Male,40, <=50K
42, Private, HS-grad,9, Craft-repair, White, Female,40, <=50K
59, State-gov, Doctorate,16, Prof-specialty, White, Male,40, >50K
46, Self-emp-not-inc, Bachelors,13, Craft-repair, White, Male,40, <=50K
51, Private, HS-grad,9, Transport-moving, Black, Male,40, <=50K
24, Private, Some-college,10, Other-service, White, Female,30, <=50K
53, Private, 5th-6th,3, Other-service, White, Female,24, <=50K
25, Private, HS-grad,9, Craft-repair, White, Male,40, <=50K
45, Private, Bachelors,13, Craft-repair, White, Male,40, <=50K
39, Private, HS-grad,9, Machine-op-inspct, White, Male,40, <=50K
50, Private, 11th,7, Machine-op-inspct, Black, Male,40, <=50K
31, Private, 11th,7, Machine-op-inspct, White, Male,40, <=50K
50, Self-emp-inc, Prof-school,15, Prof-specialty, White, Male,60, >50K
72,, Some-college,10,, Asian-Pac-Islander, Female,4, <=50K
34, Private, Bachelors,13, Sales, White, Female,35, <=50K
31, Private, HS-grad,9, Adm-clerical, White, Female,35, <=50K
38, Private, Some-college,10, Other-service, White, Female,40, <=50K
40, Private, HS-grad,9, Prof-specialty, Amer-Indian-Eskimo, Male,50, <=50K
45, State-gov, Assoc-voc,11, Protective-serv, White, Male,40, <=50K
51, Private, Assoc-voc,11, Exec-managerial, White, Female,43, <=50K
33, Private, Bachelors,13, Exec-managerial, White, Male,65, >50K
55, Self-emp-not-inc, HS-grad,9, Transport-moving, White, Male,72, <=50K
32, Private, HS-grad,9, Sales, White, Male,49, <=50K
25, Private, HS-grad,9, Handlers-cleaners, White, Male,40, <=50K
44, Private, Masters,14, Adm-clerical, White, Male,40, <=50K
34, Private, HS-grad,9, Exec-managerial, White, Female,48, <=50K
18, Private, 11th,7, Sales, White, Male,20, <=50K
30, State-gov, Masters,14, Prof-specialty, Asian-Pac-Islander, Male,10, <=50K
60, Self-emp-inc, Bachelors,13, Prof-specialty, White, Male,40, >50K
23, Private, Assoc-voc,11, Prof-specialty, Asian-Pac-Islander, Male,40, <=50K
20, Private, Some-college,10, Craft-repair, White, Male,40, <=50K
53, Self-emp-not-inc, HS-grad,9, Sales, White, Male,50, <=50K
34, Private, Some-college,10, Adm-clerical, White, Male,40, <=50K
44, Private, HS-grad,9, Craft-repair, White, Male,65, >50K
43, Private, Some-college,10, Craft-repair, White, Male,40, <=50K
27, Private, Bachelors,13, Sales, Black, Female,40, <=50K
53, Private, HS-grad,9, Craft-repair, White, Male,52, >50K
35, Federal-gov, HS-grad,9, Adm-clerical, White, Male,40, <=50K
36, Private, HS-grad,9, Craft-repair, White, Male,45, <=50K
36,, HS-grad,9,, White, Female,40, <=50K
28, Private, Doctorate,16, Prof-specialty, White, Male,50, <=50K
26, Private, Bachelors,13, Prof-specialty, White, Female,40, <=50K
